-10.0	-9.9	-9.8	-9.700000000000001	-9.600000000000001	-9.500000000000002	-9.400000000000002	-9.300000000000002	-9.200000000000003	-9.100000000000003	-9.000000000000004	-8.900000000000004	-8.800000000000004	-8.700000000000005	-8.600000000000005	-8.500000000000005	-8.400000000000006	-8.300000000000006	-8.200000000000006	-8.100000000000007	-8.000000000000007	-7.9000000000000075	-7.800000000000008	-7.700000000000008	-7.6000000000000085	-7.500000000000009	-7.400000000000009	-7.30000000000001	-7.20000000000001	-7.10000000000001	-7.000000000000011	-6.900000000000011	-6.800000000000011	-6.700000000000012	-6.600000000000012	-6.500000000000012	-6.400000000000013	-6.300000000000013	-6.2000000000000135	-6.100000000000014	-6.000000000000014	-5.900000000000015	-5.800000000000015	-5.700000000000015	-5.600000000000016	-5.500000000000016	-5.400000000000016	-5.300000000000017	-5.200000000000017	-5.100000000000017	-5.000000000000018	-4.900000000000018	-4.8000000000000185	-4.700000000000019	-4.600000000000019	-4.5000000000000195	-4.40000000000002	-4.30000000000002	-4.200000000000021	-4.100000000000021	-4.000000000000021	-3.9000000000000217	-3.800000000000022	-3.7000000000000224	-3.6000000000000227	-3.500000000000023	-3.4000000000000234	-3.300000000000024	-3.200000000000024	-3.1000000000000245	-3.000000000000025	-2.9000000000000252	-2.8000000000000256	-2.700000000000026	-2.6000000000000263	-2.5000000000000266	-2.400000000000027	-2.3000000000000274	-2.2000000000000277	-2.100000000000028	-2.0000000000000284	-1.9000000000000288	-1.8000000000000291	-1.7000000000000295	-1.6000000000000298	-1.5000000000000302	-1.4000000000000306	-1.300000000000031	-1.2000000000000313	-1.1000000000000316	-1.000000000000032	-0.9000000000000323	-0.8000000000000327	-0.700000000000033	-0.6000000000000334	-0.5000000000000338	-0.4000000000000341	-0.30000000000003446	-0.20000000000003482	-0.10000000000003517	-3.552713678800501e-14	0.09999999999996412	0.19999999999996376	0.2999999999999634	0.39999999999996305	0.4999999999999627	0.5999999999999623	0.699999999999962	0.7999999999999616	0.8999999999999613	0.9999999999999609	1.0999999999999606	1.1999999999999602	1.2999999999999599	1.3999999999999595	1.4999999999999591	1.5999999999999588	1.6999999999999584	1.799999999999958	1.8999999999999577	1.9999999999999574	2.099999999999957	2.1999999999999567	2.2999999999999563	2.399999999999956	2.4999999999999556	2.5999999999999552	2.699999999999955	2.7999999999999545	2.899999999999954	2.999999999999954	3.0999999999999535	3.199999999999953	3.2999999999999527	3.3999999999999524	3.499999999999952	3.5999999999999517	3.6999999999999513	3.799999999999951	3.8999999999999506	3.9999999999999503	4.09999999999995	4.1999999999999496	4.299999999999949	4.399999999999949	4.4999999999999485	4.599999999999948	4.699999999999948	4.799999999999947	4.899999999999947	4.999999999999947	5.099999999999946	5.199999999999946	5.299999999999946	5.399999999999945	5.499999999999945	5.599999999999945	5.699999999999944	5.799999999999944	5.8999999999999435	5.999999999999943	6.099999999999945	6.1999999999999424	6.29999999999994	6.399999999999942	6.499999999999943	6.599999999999941	6.699999999999939	6.79999999999994	6.899999999999942	6.99999999999994	7.0999999999999375	7.199999999999939	7.29999999999994	7.399999999999938	7.499999999999936	7.5999999999999375	7.699999999999939	7.799999999999937	7.899999999999935	7.999999999999936	8.099999999999937	8.199999999999935	8.299999999999933	8.399999999999935	8.499999999999936	8.599999999999934	8.699999999999932	8.799999999999933	8.899999999999935	8.999999999999932	9.09999999999993	9.199999999999932	9.299999999999933	9.399999999999931	9.499999999999929	9.59999999999993	9.699999999999932	9.79999999999993	9.899999999999928	9.999999999999929
158.838	158.706	159.138	159.3	157.842	158.862	158.85	159.642	159.018	159.462	159.27	158.076	158.646	159.774	159.174	159.654	160.146	159.222	158.868	159.354	160.296	159.744	158.736	160.71	160.338	159.036	160.05	159.468	160.464	159.93	160.074	159.942	160.146	160.014	160.44	160.212	160.218	159.96	159.66	160.416	159.918	160.548	160.194	160.134	159.87	159.468	159.906	160.068	159.768	160.206	160.068	160.062	160.122	160.236	160.2	160.446	159.906	160.512	159.744	159.696	160.554	159.918	160.296	160.134	160.194	160.116	159.408	160.248	160.266	159.792	160.206	160.434	160.146	160.374	160.134	159.918	160.38	160.206	160.44	160.128	160.44	160.494	160.326	160.374	160.374	160.218	160.074	159.906	160.128	160.434	160.398	160.326	160.038	160.668	160.908	160.29	160.014	160.284	160.716	160.068	160.326	160.176	159.72	159.66	160.17	160.05	160.164	160.518	159.738	160.416	159.804	160.128	160.032	160.104	159.762	159.936	159.672	160.134	160.2	160.398	160.068	159.618	160.05	159.852	160.464	160.302	160.218	160.266	160.176	160.35	159.912	160.644	160.536	160.44	160.188	160.116	160.536	160.326	160.098	160.14	159.654	160.194	159.744	159.888	159.486	160.158	159.888	159.48	159.558	159.894	159.99	159.954	160.428	160.008	160.404	160.314	160.188	160.416	160.374	159.942	160.014	160.134	160.08	160.38	160.254	160.236	160.374	160.392	160.134	160.386	160.152	160.542	160.44	160.362	160.566	160.686	160.392	160.566	160.23	160.074	160.26	160.314	160.644	160.602	160.608	160.254	160.698	160.272	160.032	160.812	160.506	160.314	160.518	160.164	160.398	160.572	160.794	160.41	160.662	160.134	160.536
159.192	158.442	159.156	159.03	159.132	159.306	158.868	159.114	160.338	159.318	158.832	159.954	160.23	159.294	159.276	160.218	159.87	159.612	159.354	159.6	160.326	160.176	159.51	159.888	160.524	159.78	159.852	159.264	159.588	159.546	159.696	160.05	160.164	160.89	159.276	160.176	159.894	159.654	159.516	160.02	160.14	160.47	160.068	159.966	159.966	159.78	159.678	160.08	159.726	160.332	160.146	159.744	160.68	160.254	159.948	160.452	160.032	159.756	159.462	160.446	161.586	160.026	160.386	160.734	159.72	159.9	160.422	159.864	160.716	160.002	160.26	160.02	160.164	159.66	160.194	160.302	159.996	160.212	160.32	160.578	160.878	160.02	160.254	160.944	160.404	160.23	160.782	159.93	160.212	160.518	160.152	160.434	160.002	159.672	160.074	159.42	160.53	160.578	159.798	160.434	160.308	160.098	159.732	159.906	160.308	160.332	160.008	160.248	159.456	160.158	160.206	160.38	160.134	159.54	160.152	160.098	159.954	160.404	160.518	160.464	160.224	159.93	160.326	160.056	160.062	160.524	160.422	159.978	160.626	160.146	159.93	160.878	160.11	160.464	160.02	159.972	160.464	160.266	160.272	160.422	160.248	160.164	160.32	159.99	160.236	159.936	159.546	159.828	160.218	160.116	160.062	159.948	159.96	159.948	160.41	160.032	160.428	160.35	160.272	160.578	159.78	160.17	159.774	160.512	160.044	159.612	160.476	159.966	160.212	160.506	160.158	160.344	160.44	160.188	160.704	160.038	159.858	160.374	160.272	160.566	160.044	160.086	160.74	160.452	160.368	160.098	160.278	160.356	160.242	160.578	160.512	160.488	160.626	160.302	160.098	160.272	160.278	160.326	160.626	160.626	160.602
159.912	158.364	158.91	159.312	158.16	159.852	159.324	159.546	159.69	159.138	158.958	158.808	159.294	158.796	159.294	159.444	159.21	160.122	159.522	159.636	160.464	159.786	159.396	159.624	160.086	159.972	160.092	159.546	159.894	160.038	160.308	160.2	159.804	160.614	159.894	160.224	159.426	160.11	159.3	159.9	159.972	160.266	159.696	159.708	159.846	160.218	159.804	160.626	159.726	159.852	160.038	160.548	160.266	160.314	160.032	160.224	160.482	160.164	159.948	160.722	160.128	160.2	159.816	159.87	160.122	160.518	160.08	159.288	159.918	160.494	160.32	160.428	160.08	160.056	160.05	160.056	160.758	160.2	160.104	160.56	160.188	160.266	160.8	160.044	160.962	160.392	161.28	160.128	160.11	160.38	160.578	160.128	160.356	159.48	159.78	160.344	160.272	160.626	160.398	160.122	159.57	159.858	159.456	160.122	160.188	160.494	160.464	160.68	159.708	160.188	160.008	160.506	160.668	160.536	159.864	160.026	160.098	159.996	159.996	160.308	160.17	160.188	159.924	160.218	160.152	160.026	159.816	160.092	160.374	160.308	160.224	160.308	160.248	160.092	160.44	160.194	160.524	159.81	159.954	159.678	159.744	159.99	160.2	159.678	160.074	160.062	159.774	159.9	159.696	159.882	160.212	159.996	160.02	159.948	159.672	160.458	159.876	160.02	159.99	160.41	159.828	159.786	160.08	159.672	160.422	159.666	160.332	159.648	160.698	159.678	159.96	160.338	160.254	160.38	160.026	160.158	160.146	160.5	159.966	160.428	160.542	160.248	160.254	160.374	160.548	159.99	160.17	160.266	160.464	160.488	160.476	160.29	160.842	160.08	160.248	160.236	160.158	160.182	160.488	160.158	160.314
159.792	159.426	159.528	159.384	159.432	159.372	160.056	159.54	159.486	159.57	159.258	158.856	159.54	159.288	160.302	159.288	160.026	160.23	160.074	159.726	160.17	159.564	159.72	159.984	160.116	160.272	160.194	159.294	159.522	159.708	160.434	159.12	159.84	160.236	160.512	160.284	160.23	159.252	160.002	160.056	160.362	160.458	158.982	160.452	160.068	160.098	160.248	160.206	159.756	159.492	160.368	160.566	160.062	160.452	160.2	160.314	160.158	160.392	160.08	160.038	160.104	160.164	160.764	159.756	160.116	160.182	160.524	159.834	159.822	160.2	160.026	160.02	160.14	159.804	160.206	160.05	160.104	160.26	160.128	160.662	160.638	160.482	159.93	160.326	160.02	160.452	159.996	159.678	160.536	160.41	159.9	160.098	159.984	160.23	160.008	160.566	160.68	160.428	160.392	159.948	160.146	160.086	159.816	159.978	159.54	159.54	159.912	160.512	159.852	159.618	160.344	160.188	160.176	159.984	160.008	159.924	160.302	159.792	159.954	159.696	160.356	159.78	159.852	159.348	159.96	159.588	160.116	160.08	160.134	160.17	159.942	160.146	160.38	160.302	159.906	160.074	160.038	159.93	159.744	159.726	159.642	160.044	159.906	159.972	159.696	159.798	159.606	159.366	159.996	159.87	160.098	159.66	160.332	160.086	159.912	160.038	159.696	160.176	159.756	160.062	159.954	160.14	160.014	159.864	159.894	159.894	160.53	160.068	159.84	160.116	159.702	160.488	160.116	160.362	160.296	159.972	160.212	160.098	160.068	160.092	160.344	160.2	160.26	160.392	160.38	159.876	160.206	160.338	160.026	160.686	160.416	160.818	160.386	160.314	160.074	160.404	160.314	159.99	160.272	159.66	160.488
159.576	159.414	159.12	159.396	158.88	159.948	159.09	159.942	159.246	159.222	159.972	159.624	159.774	159.996	158.808	160.362	159.948	159.84	160.002	159.144	160.134	159.894	159.558	159.798	159.252	159.558	159.936	160.386	160.11	159.342	160.218	160.254	159.924	160.878	159.858	160.278	159.948	160.236	160.548	160.902	159.69	160.986	159.444	160.326	159.846	160.338	160.146	160.272	160.122	160.476	160.428	160.434	160.23	160.386	160.464	160.974	159.768	160.752	159.894	160.026	160.098	160.518	160.05	159.858	160.836	160.482	160.362	159.792	159.882	160.332	159.42	160.86	160.494	160.224	160.224	160.368	159.84	160.224	160.194	159.606	160.842	160.944	160.47	160.416	160.194	160.092	160.074	160.05	159.912	159.714	160.452	159.942	160.326	159.93	160.05	160.65	160.254	160.044	160.11	160.14	159.642	159.378	160.104	159.702	159.9	159.534	160.362	160.266	159.798	159.66	159.726	160.308	159.918	159.888	159.39	159.564	159.942	160.062	159.69	160.116	160.068	159.756	159.81	160.074	160.224	159.366	160.44	160.056	160.386	159.942	159.882	159.636	160.014	160.122	159.906	160.056	159.912	159.996	160.32	159.882	160.44	159.684	159.78	159.756	159.69	160.026	159.9	159.954	159.18	159.726	159.888	159.738	159.984	159.594	160.17	160.278	160.02	160.044	159.99	160.026	160.14	160.05	160.224	159.702	160.518	159.684	160.158	159.684	159.66	159.93	160.188	159.99	160.05	160.134	160.116	160.08	160.44	160.536	160.29	160.182	160.164	159.936	159.63	160.218	160.11	160.218	159.816	160.284	160.248	160.176	160.272	160.224	160.122	159.948	159.858	159.858	160.272	160.164	160.236	160.032	160.296
159.636	158.64	159.342	159.042	159.294	159.024	159.03	159.438	159.834	159.66	160.278	158.916	159.84	159.966	159.174	160.476	159.468	159.648	159.648	159.78	160.818	159.636	160.236	159.702	159.528	159.9	159.756	159.642	159.606	159.42	160.488	160.068	159.666	160.176	159.354	159.828	160.044	160.446	160.92	160.194	160.644	160.722	160.272	160.356	160.698	160.152	160.434	159.666	160.068	160.272	160.458	160.098	160.41	160.074	159.39	160.866	160.326	160.308	159.636	160.272	159.24	160.344	160.086	160.596	159.876	160.398	160.5	159.702	160.176	159.924	159.618	160.248	160.14	160.314	160.104	160.44	160.53	160.29	160.524	159.93	160.464	160.614	160.842	159.852	160.11	160.212	160.266	160.122	159.306	160.104	160.254	159.978	159.744	159.606	160.218	159.786	159.54	160.218	160.494	160.188	160.164	159.918	159.378	159.828	159.738	160.236	160.212	160.17	159.528	159.888	159.876	160.44	160.062	159.288	159.834	159.774	159.984	159.372	159.546	159.888	160.056	159.426	159.846	159.996	160.332	160.056	160.068	160.578	160.074	159.84	159.66	160.266	160.152	159.798	160.098	159.642	160.068	159.714	159.822	159.492	159.954	159.366	159.606	159.432	159.69	159.984	160.344	159.99	159.834	159.834	160.032	159.984	160.2	159.606	159.642	159.996	159.438	159.63	159.696	159.858	159.852	159.816	159.822	159.672	160.008	159.522	160.416	159.816	159.852	159.672	159.834	159.798	159.828	159.852	160.062	160.236	160.206	160.038	159.906	159.846	159.558	159.792	159.744	159.966	160.14	160.242	159.984	160.17	159.876	160.26	160.326	159.912	159.93	160.26	160.014	159.678	160.104	159.666	160.254	160.116	159.786
160.146	159.798	159.474	159.864	159.03	160.026	158.586	159.09	160.29	159.708	159.696	158.88	159.66	159.018	160.026	159.606	160.392	160.23	160.572	159.906	160.518	159.918	160.332	160.098	159.678	159.606	159.438	159.768	160.518	159.456	160.128	160.44	159.984	160.614	159.294	160.236	160.17	160.11	160.344	160.818	160.302	160.758	160.29	160.158	160.488	159.882	160.23	160.416	159.762	159.858	161.142	160.266	160.17	160.35	159.666	160.308	160.212	160.086	160.404	160.596	159.99	160.47	160.308	159.942	159.822	159.606	160.044	159.852	159.786	159.936	159.576	159.84	160.35	160.128	159.246	160.14	160.53	159.792	160.296	159.816	160.248	159.516	160.278	159.474	160.182	160.194	159.996	159.978	159.678	159.924	160.494	160.158	160.32	159.69	159.57	159.888	160.2	160.464	160.38	159.954	160.02	159.342	159.618	160.014	159.444	160.128	159.696	160.038	159.996	160.23	160.026	160.26	159.96	160.008	159.564	159.366	159.984	159.378	159.816	159.552	159.672	159.516	159.792	159.75	159.936	159.822	159.678	159.96	159.858	159.804	160.104	159.594	160.194	159.882	159.366	159.864	160.02	159.942	159.84	159.846	159.876	159.336	159.408	159.324	159.204	159.606	159.738	159.792	159.75	159.24	160.476	159.462	160.008	159.666	159.552	160.494	159.78	159.894	159.822	160.104	159.648	159.762	159.42	160.188	159.528	159.6	159.816	159.744	159.798	159.936	159.192	159.792	159.666	160.014	159.588	160.092	160.008	160.398	159.456	159.672	159.87	159.99	160.152	159.84	159.84	159.99	159.342	159.966	159.828	159.858	160.134	159.792	159.834	160.188	159.84	159.912	160.524	159.708	159.828	159.768	159.822
159.882	159.3	159.708	158.97	159.786	159.036	159.342	160.014	159.576	160.002	160.062	159.912	160.116	159.972	159.642	159.432	160.092	160.422	159.618	159.738	160.008	159.984	159.588	160.032	160.26	159.276	160.422	160.272	160.026	160.638	159.81	160.2	159.594	160.146	159.93	159.876	160.44	160.014	159.774	159.516	160.824	160.956	159.588	159.906	160.686	160.164	160.194	160.53	160.428	160.056	159.876	160.314	160.254	159.612	159.888	160.212	160.098	160.176	159.822	160.146	160.26	160.344	159.906	159.87	159.912	160.05	159.222	160.248	159.888	160.02	159.738	160.326	160.602	160.332	159.96	160.206	159.822	159.828	160.122	160.47	159.99	159.78	160.686	160.098	159.738	160.17	159.54	159.336	160.29	160.086	160.212	160.104	160.326	160.104	160.146	160.164	159.882	160.578	159.804	159.936	159.684	159.078	159.342	160.266	159.66	160.176	159.984	159.846	159.33	160.122	159.966	160.242	160.074	160.014	160.014	159.726	159.576	160.014	159.51	159.594	159.99	159.81	159.504	159.798	159.912	160.146	159.564	159.804	159.834	160.146	159.99	160.044	160.284	160.056	159.45	159.582	159.87	159.822	160.002	158.784	159.822	159.588	159.654	159.474	159.45	159.39	159.318	159.972	159.624	159.318	159.72	159.678	159.828	159.486	159.48	159.936	159.096	159.474	159.822	159.87	159.57	159.3	159.432	159.87	159.528	159.996	159.666	160.128	159.342	159.912	159.6	159.744	159.78	159.72	159.75	160.386	159.48	160.074	159.618	159.708	159.936	159.882	159.696	159.792	159.954	159.78	159.804	159.726	159.78	159.558	159.942	159.774	159.462	159.414	159.732	159.912	159.93	160.002	159.63	159.42	159.234
159.84	159.24	159.144	159.348	159.336	159.162	160.098	159.492	159.528	159.216	159.99	159.39	159.21	159.414	160.764	160.152	159.972	160.74	159.678	160.566	160.656	159.522	159.996	160.5	160.062	160.134	160.092	160.02	160.548	159.924	160.29	160.206	160.212	160.518	160.29	159.552	160.188	160.14	159.978	160.026	160.65	160.596	160.404	160.548	160.86	160.392	160.296	160.32	160.212	159.81	160.422	160.176	159.894	160.536	159.69	160.812	159.822	160.662	159.78	160.44	159.912	159.66	160.362	159.918	160.818	160.284	159.804	160.266	160.248	159.906	160.068	160.104	160.104	159.744	159.522	159.99	159.456	159.468	160.428	160.512	160.092	160.272	159.93	159.516	159.84	160.77	159.828	159.606	159.438	159.552	159.912	159.972	159.864	159.378	159.996	160.236	159.792	160.32	160.038	159.876	159.612	159.444	159.6	159.696	160.08	159.726	160.056	159.696	159.732	159.414	159.426	159.828	159.858	159.132	160.026	159.36	160.146	159.846	159.3	159.786	159.468	159.99	159.666	159.858	159.966	160.53	159.666	160.062	159.636	160.008	159.612	159.804	160.026	159.984	159.714	159.774	159.828	159.348	159.9	159.618	159.138	159.744	159.714	159.228	159.192	159.912	159.642	159.528	159.192	159.498	159.642	159.114	159.732	159.912	159.576	159.774	159.234	159.48	159.468	159.696	159.702	159.27	159.846	159.228	159.312	159.564	159.354	159.924	159.102	159.54	159.582	159.516	159.438	159.936	159.456	159.738	159.666	159.924	159.954	159.852	160.134	159.87	159.714	159.666	159.972	159.69	159.54	159.696	159.456	159.708	159.6	159.678	159.486	159.576	159.414	159.762	159.672	159.906	159.468	159.588	159.366
